rhea_participant	pred	xrefs	chebi	chebi label	ambigs	ambigs label	ambig_relations	inchitest
3-(2-methylsulfanyl)ethylmalate	related	UniProt	CHEBI:133497	3-(2-methylthioethyl)malate(2-)				different_inchikeys
3-(3,4-dihydroxyphenyl)propanoate	exact	IUPAC|UniProt	CHEBI:58744	3-(3,4-dihydroxyphenyl)propanoate				different_inchikeys
3-(3,4-dihydroxypyridin-1-yl)-L-alanine	related	UniProt	CHEBI:77848	3-(3,4-dihydroxypyridinium-1-yl)-L-alanine zwitterion	related+http://purl.obolibrary.org/obo/CHEBI_17993		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-(3,5-diiodo-4-hydroxyphenyl)lactate	related	UniProt	CHEBI:57647	3-(4-hydroxy-3,5-diiodophenyl)lactate				different_inchikeys
3-(3,5-diiodo-4-hydroxyphenyl)pyruvate	related	UniProt	CHEBI:58023	(3,5-diiodo-4-oxidophenyl)pyruvate(2-)				different_inchikeys
3-(3-hydroxyphenyl)-propanoyl-CoA	related	UniProt	CHEBI:87803	3-(m-hydroxyphenyl)propanoyl-CoA(4-)				different_inchikeys
3-(3-hydroxyphenyl)propanoate	exact	IUPAC|UniProt	CHEBI:57277	3-(3-hydroxyphenyl)propanoate				different_inchikeys
3-(3-methylsulfanyl)propylmalate	related	UniProt	CHEBI:133501	3-(3-methylthio)propylmalate(2-)				different_inchikeys
3-(4-deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine	related	UniProt	CHEBI:132151	beta-D-4-deoxy-Delta(4)-GlcpA-(1->3)-D-GlcpNAc(1-)	related+http://purl.obolibrary.org/obo/CHEBI_132805|related+http://purl.obolibrary.org/obo/CHEBI_16126	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
3-(4-hydroxycyclohex-2-en-1-ylidene)pyruvate	exact	UniProt	CHEBI:64789	3-(4-hydroxycyclohex-2-en-1-ylidene)pyruvate				different_inchikeys
3-(4-hydroxyphenyl)pyruvate	exact	UniProt	CHEBI:36242	3-(4-hydroxyphenyl)pyruvate	related+http://purl.obolibrary.org/obo/CHEBI_18005		no_relationship	same_inchikey
3-(4-methylpent-3-en-1-yl)pent-2-enedioyl-CoA	related	UniProt	CHEBI:57339	3-(4-methylpent-3-en-1-yl)pent-2-enedioyl-CoA(5-)	label+http://purl.obolibrary.org/obo/CHEBI_15480		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-(5-oxoisoxazolin-2-yl)-L-alanine	related	UniProt	CHEBI:76855	3-(5-oxoisoxazolin-2-yl)-L-alanine zwitterion	label+http://purl.obolibrary.org/obo/CHEBI_77029		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
3-(5-oxoisoxazolin-4-yl)-L-alanine	related	UniProt	CHEBI:76856	3-(5-oxoisoxazolin-4-yl)-L-alanine zwitterion	label+http://purl.obolibrary.org/obo/CHEBI_77030		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
3-(7-chloroindol-3-yl)-2-iminopropanoate	related	UniProt	CHEBI:59194	2-iminio-3-(7-chloroindol-3-yl)propionate				different_inchikeys
3-(9Z,12Z)-octadecadienoyl-sn-glycerol	related	SUBMITTER|UniProt	CHEBI:75563	3-linoleoyl-sn-glycerol				different_inchikeys
3-(9Z-octadecenoyl)-sn-glycerol	related	UniProt	CHEBI:75938	3-oleoyl-sn-glycerol				different_inchikeys
3-(acyloxy)acyl derivative of bacterial toxin	exact		CHEBI:136853	3-(acyloxy)acyl group				different_inchikeys
3-(all-trans-decaprenyl)benzene-1,2-diol	exact	UniProt	CHEBI:84518	3-(all-trans-decaprenyl)benzene-1,2-diol				different_inchikeys
3-(all-trans-heptaprenyl)benzene-1,2-diol	exact	UniProt	CHEBI:84516	3-(all-trans-heptaprenyl)benzene-1,2-diol				different_inchikeys
3-(all-trans-hexaprenyl)benzene-1,2-diol	related	UniProt	CHEBI:1107	2-hexaprenyl-6-hydroxyphenol				different_inchikeys
3-(all-trans-nonaprenyl)benzene-1,2-diol	exact	UniProt	CHEBI:84517	3-(all-trans-nonaprenyl)benzene-1,2-diol				different_inchikeys
3-(all-trans-octaprenyl)benzene-1,2-diol	exact	UniProt	CHEBI:1233	3-(all-trans-octaprenyl)benzene-1,2-diol				different_inchikeys
3-(aminomethyl)indole	related	UniProt	CHEBI:136514	indol-3-ylmethylamine(1+)				different_inchikeys
3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate	related	UniProt	CHEBI:60087	3-(cis-5,6-dihydroxycyclohexa-1,3-dienyl)propanoate				different_inchikeys
3-(hydrohydroxyphosphoryl)pyruvate	related	UniProt	CHEBI:58348	3-[hydroxy(oxido)phosphoranyl]pyruvate(2-)				different_inchikeys
3-(imidazol-4-yl)-2-oxopropyl phosphate	related	UniProt	CHEBI:57766	3-(imidazol-4-yl)-2-oxopropyl phosphate(2-)				different_inchikeys
3-(imidazol-5-yl)pyruvate	exact	UniProt	CHEBI:58133	3-(imidazol-5-yl)pyruvate				different_inchikeys
3-(indol-3-yl)lactate	exact	UniProt	CHEBI:17282	3-(indol-3-yl)lactate				different_inchikeys
3-(methylsulfanyl)acryloyl-CoA	related	UniProt	CHEBI:84994	3-(methylthio)acryloyl-CoA(4-)				different_inchikeys
3-(methylsulfanyl)propanamine	related	UniProt	CHEBI:57866	3-methylthiopropylaminium				different_inchikeys
3-(methylsulfanyl)propanoate	exact	IUPAC|UniProt	CHEBI:49016	3-(methylthio)propionate				different_inchikeys
3-(methylsulfanyl)propanoyl-CoA	related	UniProt	CHEBI:82815	3-(methylthio)propanoyl-CoA(4-)				different_inchikeys
3-(pyrazol-1-yl)-L-alanine	related	UniProt	CHEBI:57747	3-(pyrazol-1-yl)-L-alanine zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_16357|label+http://purl.obolibrary.org/obo/CHEBI_16357	|	http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
3-(uracil-1-yl)-L-alanine	related	UniProt	CHEBI:57543	3-(uracil-1-yl)-L-alanine zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_15851|label+http://purl.obolibrary.org/obo/CHEBI_15851	|	http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
3-ADP-2-phosphoglycerate	related	ChEBI|UniProt	CHEBI:58381	3-ADP-2-phosphoglycerate(5-)				different_inchikeys
3-ADP-glycerate	related	UniProt	CHEBI:57800	3-ADP-glycerate(3-)				different_inchikeys
3-D-glucuronosyl-N(2),6-disulfo-beta-D-glucosamine	related	UniProt	CHEBI:58150	3-D-glucuronosyl-N(2),6-disulfonato-beta-D-glucosamine(3-)	label+http://purl.obolibrary.org/obo/CHEBI_17446		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-O-(6-O-alpha-D-xylosylphospho-alpha-D-mannopyranosyl)-alpha-D-mannopyranose	related	UniProt	CHEBI:61665	3-O-(6-O-alpha-D-xylosylphospho-alpha-D-mannopyranosyl)-alpha-D-mannopyranose(1-)	label+http://purl.obolibrary.org/obo/CHEBI_61664		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-O-acetyl-4'-O-demethylpapaveroxine	exact	UniProt	CHEBI:141643	3-O-acetyl-4'-O-demethylpapaveroxine				different_inchikeys
3-O-acetylpapaveroxine	exact	UniProt	CHEBI:141645	3-O-acetylpapaveroxine				different_inchikeys
3-O-alpha-D-glucopyranosyl-L-rhamnose	related	UniProt	CHEBI:66909	alpha-D-Glcp-(1->3)-L-Rhap				different_inchikeys
3-O-alpha-L-mycarosylerythronolide B	related	UniProt	CHEBI:28343	3-O-alpha-mycarosylerythronolide B				different_inchikeys
3-O-beta-D-Glc-diosgenin	related	UniProt	CHEBI:74020	diosgenin 3-O-beta-D-glucoside				different_inchikeys
3-O-methylgallate	exact	UniProt	CHEBI:19950	3-O-methylgallate				different_inchikeys
3-O-sulfo-beta-D-galactosyl-diacylglycerol	related	UniProt	CHEBI:78430	1,2-diacyl-3-(3-O-sulfo-beta-D-galactosyl)glycerol(1-)				different_inchikeys
3-[(1-carboxyvinyl)-oxy]benzoate	related	UniProt	CHEBI:76981	3-[(1-carboxylatovinyl)oxy]benzoate(2-)				different_inchikeys
3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]pyruvate	exact	UniProt	CHEBI:84355	3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]pyruvate				different_inchikeys
3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate	exact	IUPAC|UniProt	CHEBI:63692	9,17-dioxo-1,2,3,4,10,19-hexanorandrostan-5-oate				different_inchikeys
3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA	related	UniProt	CHEBI:78357	9,17-dioxo-1,2,3,4,10,19-hexanorandrostan-5-oyl-CoA(4-)				different_inchikeys
3-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]benzenesulfonate	exact	IUPAC|UniProt	CHEBI:63955	2-amino-6-chloro-4-(3-sulfonatoanilino)-1,3,5-triazine				different_inchikeys
3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate	exact	IUPAC|UniProt	CHEBI:84354	(4R)-3,4-dihydro-4-hydroxyphenylpyruvate				different_inchikeys
3-[(E)-2-isocyanovinyl]indole	exact	UniProt	CHEBI:140654	3-[(E)-2-isocyanovinyl]indole				different_inchikeys
3-[(Z)-2-isocyanoethenyl]-1H-indole	exact	IUPAC|UniProt	CHEBI:140434	3-[(Z)-2-isocyanovinyl]indole				different_inchikeys
3-[[[(2R,3R)-3-carboxyoxiran-2-yl]carbonyl]amino]-L-alanine	related	UniProt	CHEBI:84913	3-amino-N-(trans-3-carbamoyloxirane-2-carbonyl)-L-alanine zwitterion				different_inchikeys
3-acetamidopropanal	exact	UniProt	CHEBI:30322	3-acetamidopropanal				different_inchikeys
3-acetyl-3-devinylchlorophyllide a	related	UniProt	CHEBI:90794	3-acetylchlorophyllide a(2-)				different_inchikeys
3-acetylamino-4-hydroxybenzaldehyde	related	UniProt	CHEBI:140534	3-acetylamino-4-hydroxybenzaldehyde(1-)				different_inchikeys
3-acetylamino-4-hydroxybenzoate	related	ChEBI|UniProt	CHEBI:140533	3-acetamido-4-hydroxybenzoate				different_inchikeys
3-acyl-sn-glycerol	exact	UniProt	CHEBI:64760	3-acyl-sn-glycerol				different_inchikeys
3-acylpyruvate	label		CHEBI:57278	3-acylpyruvate				different_inchikeys
3-alpha-D-mannopyranosyl-alpha-D-mannopyranose	related	UniProt	CHEBI:61663	alpha-D-Manp-(1->3)-alpha-D-Manp				different_inchikeys
3-amino-2,3-dideoxy-scyllo-inosose	related	UniProt	CHEBI:65002	3-ammonio-2,3-dideoxy-scyllo-inosose(1+)	label+http://purl.obolibrary.org/obo/CHEBI_65027		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
3-amino-2-oxopropyl phosphate	related	UniProt	CHEBI:57279	3-ammonio-2-oxopropyl phosphate(1-)	label+http://purl.obolibrary.org/obo/CHEBI_1449		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-amino-3-(4-hydroxyphenyl)propanoate	related	UniProt	CHEBI:57956	3-amino-3-(4-hydroxyphenyl)propanoic acid zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_19960|label+http://purl.obolibrary.org/obo/CHEBI_19960	|	no_relationship	same_inchikey
3-amino-4,7-dihydroxycoumarin	related	UniProt	CHEBI:74156	3-amino-4,7-dihydroxycoumarin(1-)	label+http://purl.obolibrary.org/obo/CHEBI_31107		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-amino-4-hydroxybenzaldehyde	exact	IUPAC|UniProt	CHEBI:78237	3-amino-4-hydroxybenzaldehyde				different_inchikeys
3-amino-4-hydroxybenzoate	exact	IUPAC|UniProt	CHEBI:60005	3-amino-4-hydroxybenzoate				different_inchikeys
3-amino-5-hydroxybenzoate	exact	IUPAC|UniProt	CHEBI:71959	3-amino-5-hydroxybenzoate				different_inchikeys
3-aminobutanoyl-CoA	related	UniProt	CHEBI:133901	3-aminobutyryl-CoA(3-)				different_inchikeys
3-aminopentanedioate	related	UniProt	CHEBI:66948	isoglutamate(1-)				different_inchikeys
3-aminopropanal	related	UniProt	CHEBI:58374	3-ammoniopropanal	exact+http://purl.obolibrary.org/obo/CHEBI_18090|label+http://purl.obolibrary.org/obo/CHEBI_18090	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
3-beta-D-galactosyl-sn-glycerol	related	UniProt	CHEBI:15754	3-O-beta-D-galactosyl-sn-glycerol				different_inchikeys
3-bromo-4,5-dihydroxybenzoate	exact	IUPAC|UniProt	CHEBI:140211	3-bromo-4,5-dihydroxybenzoate				different_inchikeys
3-bromo-4-hydroxybenzoate	exact	IUPAC|UniProt	CHEBI:140203	3-bromo-4-hydroxybenzoate				different_inchikeys
3-butynoate	exact	UniProt	CHEBI:62211	3-butynoate				different_inchikeys
3-carboxy-2,5-dihydro-5-oxofuran-2-acetate	related	UniProt	CHEBI:57976	2-(carboxylatomethyl)-5-oxo-2,5-dihydrofuran-2-ide-3-carboxylate				different_inchikeys
3-carboxy-2-hydroxy-7-methyl-6-oxo-(2Z,4Z)-octadienoate	related	UniProt	CHEBI:28977	2-hydroxy-3-carboxylato-6-oxo-7-methylocta-2,4-dienoate				different_inchikeys
3-carboxy-2-oxobutanoate	related	UniProt	CHEBI:58851	2-methyl-3-oxosuccinate(2-)				different_inchikeys
3-carboxy-cis,cis-muconate	related	UniProt	CHEBI:57496	3-carboxy-cis,cis-muconate(3-)	related+http://purl.obolibrary.org/obo/CHEBI_15749		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-chloro-4-methylcatechol	exact	UniProt	CHEBI:142284	3-chloro-4-methylcatechol				different_inchikeys
3-chloro-D-alanine	related	UniProt	CHEBI:47291	3-chloro-D-alanine zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_17092|label+http://purl.obolibrary.org/obo/CHEBI_17092	|	http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
3-chloro-L-alanine	related	UniProt	CHEBI:58132	3-chloro-L-alanine zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_17403|label+http://purl.obolibrary.org/obo/CHEBI_17403	|	http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
3-chloro-cis,cis-muconate	related	UniProt	CHEBI:17589	3-chloro-cis,cis-muconate(2-)				different_inchikeys
3-chlorocatechol	exact	UniProt	CHEBI:27715	3-chlorocatechol				different_inchikeys
3-coumarate	exact	UniProt	CHEBI:47927	3-coumarate				different_inchikeys
3-cyano-L-alanine	related	UniProt	CHEBI:77860	3-cyano-L-alanine zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_16934|label+http://purl.obolibrary.org/obo/CHEBI_16934	|	http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a	related	UniProt	CHEBI:90791	3-(1-hydroxyethyl)bacteriochlorophyllide a(2-)				different_inchikeys
3-deacetyl-3-vinylbacteriochlorophyllide a	related	UniProt	CHEBI:83373	3-vinylbacteriochlorophyllide a(2-)				different_inchikeys
3-dehydro-15-methylhexadecasphinganine	related	UniProt	CHEBI:70828	3-dehydro-15-methylhexadecasphinganine(1+)	label+http://purl.obolibrary.org/obo/CHEBI_70843		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
3-dehydro-2-deoxy-D-gluconate	exact	UniProt	CHEBI:57839	3-dehydro-2-deoxy-D-gluconate	related+http://purl.obolibrary.org/obo/CHEBI_16622		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-dehydro-4-O-phospho-D-erythronate	related	UniProt	CHEBI:136593	(R)-2-hydroxy-3-oxo-4-(phosphonatooxy)butanoate(3-)				different_inchikeys
3-dehydro-4-O-phospho-L-erythronate	related	UniProt	CHEBI:136592	(S)-2-hydroxy-3-oxo-4-(phosphonatooxy)butanoate(3-)				different_inchikeys
3-dehydro-6-deoxoteasterone	exact	UniProt	CHEBI:20710	3-dehydro-6-deoxoteasterone				different_inchikeys
3-dehydro-D-erythronate	related	UniProt	CHEBI:57958	(R)-2,4-dihydroxy-3-oxobutanoate				different_inchikeys
3-dehydro-D-glucose 6-phosphate	related	UniProt	CHEBI:75052	3-dehydro-D-glucose-6-phosphate(2-)				different_inchikeys
3-dehydro-L-erythronate	related	MetaCyc|UniProt	CHEBI:136670	(S)-2,4-dihydroxy-3-oxobutanoate				different_inchikeys
3-dehydro-L-gulonate	exact	UniProt	CHEBI:57655	3-dehydro-L-gulonate	related+http://purl.obolibrary.org/obo/CHEBI_16142		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-dehydro-L-gulonate 6-phosphate	exact	UniProt	CHEBI:58774	3-dehydro-L-gulonate 6-phosphate				different_inchikeys
3-dehydro-alpha-D-glucosyl beta-D-fructofuranoside	related	UniProt	CHEBI:17429	3-ketosucrose				different_inchikeys
3-dehydro-scyllo-inosose	exact	UniProt	CHEBI:137015	3-dehydro-scyllo-inosose				different_inchikeys
3-dehydrocarnitine	exact	UniProt	CHEBI:57885	3-dehydrocarnitine				different_inchikeys
3-dehydrocarnityl-CoA	related	UniProt	CHEBI:85404	3-dehydrocarnityl CoA(3-)				different_inchikeys
3-dehydroecdysone	exact	UniProt	CHEBI:17058	3-dehydroecdysone				different_inchikeys
3-dehydropyranoside	label		CHEBI:75507	3-dehydropyranoside				different_inchikeys
3-dehydroquinate	exact	UniProt	CHEBI:32364	3-dehydroquinate				different_inchikeys
3-dehydroshikimate	exact	UniProt	CHEBI:16630	3-dehydroshikimate				different_inchikeys
3-demethylubiquinol-10	exact	UniProt	CHEBI:64182	3-demethylubiquinol-10				different_inchikeys
3-demethylubiquinol-6	exact	UniProt	CHEBI:64253	3-demethylubiquinol-6				different_inchikeys
3-demethylubiquinol-7	exact	UniProt	CHEBI:84431	3-demethylubiquinol-7				different_inchikeys
3-demethylubiquinol-8	exact	UniProt	CHEBI:61705	3-demethylubiquinol-8				different_inchikeys
3-demethylubiquinol-9	exact	UniProt	CHEBI:84423	3-demethylubiquinol-9				different_inchikeys
3-deoxy-D-glycero-2,5-hexodiulosonate	related	UniProt	CHEBI:29071	3-deoxy-D-glycero-hexo-2,5-diulosonate				different_inchikeys
3-deoxy-D-glycero-beta-D-galacto-non-2-ulopyranosonate	exact	IUPAC|UniProt	CHEBI:90988	3-deoxy-D-glycero-beta-D-galacto-nonulosonate				different_inchikeys
3-deoxy-D-glycero-beta-D-galacto-non-2-ulopyranosonate 9-phosphate	related	UniProt	CHEBI:90987	3-deoxy-D-glycero-beta-D-galacto-nonulosonate 9-phosphate(3-)				different_inchikeys
3-deoxy-alpha-D-manno-2-octulosonate-8-phosphate	related	UniProt	CHEBI:85985	3-deoxy-alpha-D-manno-2-octulosonate-8-phosphate(3-)				different_inchikeys
3-deoxy-alpha-D-manno-oct-2-ulosonate	exact	UniProt	CHEBI:85986	3-deoxy-alpha-D-manno-oct-2-ulosonate				different_inchikeys
3-devinyl-3-(1-hydroxyethyl)chlorophyllide a	related	UniProt	CHEBI:90792	3-(1-hydroxyethyl)chlorophyllide a(2-)	related+http://purl.obolibrary.org/obo/CHEBI_81545		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-dimethylallyl-4-hydroxybenzoate	exact	UniProt	CHEBI:74155	3-dimethylallyl-4-hydroxybenzoate				different_inchikeys
3-dimethylallyl-4-hydroxymandelate	exact	UniProt	CHEBI:136890	3-dimethylallyl-4-hydroxymandelate				different_inchikeys
3-dimethylallyl-4-hydroxyphenylpyruvate	related	UniProt	CHEBI:74408	3-dimethylallyl-4-hydroxyphenylpyruvate(1-)				different_inchikeys
3-diphospho-1D-myo-inositol 1,2,4,5,6-pentakisphosphate	related	UniProt	CHEBI:140374	3-diphospho-1D-myo-inositol 1,2,4,5,6-pentakisphosphate(13-)	label+http://purl.obolibrary.org/obo/CHEBI_62922		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-epi-6-deoxocathasterone	exact	UniProt	CHEBI:59410	3-epi-6-deoxocathasterone				different_inchikeys
3-epihydroxy-2'-deoxymugineate	related	UniProt	CHEBI:58684	3-epi-3-hydroxy-2'-deoxymugineate				different_inchikeys
3-epihydroxymugineate	related	UniProt	CHEBI:58488	3-epi-3-hydroxymugineate(2-)				different_inchikeys
3-ethylcatechol	exact	UniProt	CHEBI:16572	3-ethylcatechol				different_inchikeys
3-ethylmalate	related	UniProt	CHEBI:57425	3-ethylmalate(2-)				different_inchikeys
3-farnesyl-6-hydroxy-2,3,5-trimethyl-4-oxocyclohexa-1,5-diene-1-carboxylate	related	UniProt	CHEBI:131857	3-farnesyl-2,3,5-trimethyl-6-oxido-4-oxocyclohexa-1,5-diene-1-carboxylate				different_inchikeys
3-fumarylpyruvate	related	UniProt	CHEBI:16854	3-fumarylpyruvate(2-)				different_inchikeys
3-geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole	related	UniProt	CHEBI:140439	3-geranyl-3-[(Z)-2-isocyanovinyl]-3H-indole				different_inchikeys
3-geranyl-4-hydroxybenzoate	related	ChEBI|UniProt	CHEBI:60878	3-geranyl-4-hydroxybenzoate(1-)				different_inchikeys
3-guanidinopropanoate	related	UniProt	CHEBI:57593	3-guanidinopropanoic acid zwitterion				different_inchikeys
3-heptaprenyl-sn-glycero-1-phosphate	related	ChEBI|UniProt	CHEBI:64781	3-heptaprenyl-sn-glycero-1-phosphate(2-)	label+http://purl.obolibrary.org/obo/CHEBI_64937		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-hexadecanoyl-sn-glycerol	related	ChEBI|UniProt	CHEBI:64757	3-palmitoyl-sn-glycerol				different_inchikeys
3-hydroxy fatty acid	related	UniProt	CHEBI:84196	3-hydroxy fatty acid anion	label+http://purl.obolibrary.org/obo/CHEBI_59845		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
3-hydroxy-1H-quinolin-4-one	related	UniProt	CHEBI:16569	3-hydroxyquinolin-4(1H)-one				different_inchikeys
3-hydroxy-2,4-pentanedione 5-phosphate	related	UniProt	CHEBI:84359	3-hydroxy-2,4-dioxopentyl phosphate(2-)				different_inchikeys
3-hydroxy-2-methyl-1H-quinolin-4-one	related	UniProt	CHEBI:29216	3-hydroxy-2-methylquinolin-4(1H)-one				different_inchikeys
3-hydroxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone	exact	UniProt	CHEBI:18298	3-hydroxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone				different_inchikeys
3-hydroxy-2-methylpropanoate	exact	IUPAC|UniProt	CHEBI:11805	3-hydroxyisobutyrate				different_inchikeys
3-hydroxy-2-methylpropanoyl-CoA	related	UniProt	CHEBI:57340	3-hydroxy-2-methylpropanoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_15481		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-hydroxy-2-methylpyridine-5-carboxylate	related	UniProt	CHEBI:57528	5-hydroxy-6-methylpyridine-3-carboxylate				different_inchikeys
3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl-CoA	related	UniProt	CHEBI:58004	3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_17068		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-hydroxy-3-(4-hydroxyphenyl)propanoyl-CoA	related	UniProt	CHEBI:73500	3-hydroxy-3-(4-hydroxyphenyl)propionyl-CoA(4-)	related+http://purl.obolibrary.org/obo/CHEBI_73549		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	related	UniProt	CHEBI:57341	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA(5-)	label+http://purl.obolibrary.org/obo/CHEBI_15483		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-hydroxy-3-(methylsulfanyl)propanoyl-CoA	related	UniProt	CHEBI:84995	3-hydroxy-3-(methylthio)propanoyl-CoA(4-)				different_inchikeys
3-hydroxy-3-methyl-2-oxobutanoate	exact	UniProt	CHEBI:11812	3-hydroxy-3-methyl-2-oxobutanoate				different_inchikeys
